CONCEPT 	 Soundex 	 Metaphone
achieve_goal 	 A210_G400 	 XF_KL
achieve_immortality 	 A210_I563 	 XF_IMRTLT
achieve_orgasm 	 A210_O622 	 XF_ORKSM
achieve_parity 	 A210_P630 	 XF_PRT
achieve_regulatory_compliance 	 A210_R243_C514 	 XF_RKLTR_KMPLNS
achieved 	 A213 	 XFT
achievement 	 A215 	 XFMNT
achievement_motivation 	 A215_M313 	 XFMNT_MTFXN
achiever 	 A216 	 XFR
achievment 	 A215 	 XFMNT
achillea 	 A240 	 XL
achillea_millefolium 	 A240_M414 	 XL_MLFLM
achilles_injury 	 A242_I526 	 XLS_INJR
achilles_problem 	 A242_P614 	 XLS_PRBLM
achilles_tendon 	 A242_T535 	 XLS_TNTN
aching 	 A252 	 XNK
aching_feet 	 A252_F300 	 XNK_FT
aching_head 	 A252_H300 	 XNK_HT
aching_heart 	 A252_H630 	 XNK_HRT
aching_void 	 A252_V300 	 XNK_FT
achingly 	 A252 	 XNKL
achingly_beautiful 	 A252_B314 	 XNKL_BTFL
achish 	 A220 	 XX
achlorhydria 	 A246 	 XLRTR
achondrogenesis_type 	 A253_T100 	 XNTRJNSS_TP
achondroplasia 	 A253 	 XNTRPLX
achromasia 	 A265 	 XRMX
achromat 	 A265 	 XRMT
achromatic 	 A265 	 XRMTK
achromatic_color 	 A265_C460 	 XRMTK_KLR
achromatopsia 	 A265 	 XRMTPX
achy 	 A200 	 X
aci_worldwide 	 A200_W643 	 S_WRLTWT
acicular 	 A224 	 SKLR
acid 	 A230 	 ST
acid-forming 	 A231 	 STFRMNK
acid-producing 	 A231 	 STPRTSNK
acid_bath 	 A230_B300 	 ST_B0
acid_battery_pack 	 A230_B360_P200 	 ST_BTR_PK
acid_grassland 	 A230_G624 	 ST_KRSLNT
acid_indigestion 	 A230_I532 	 ST_INTJSXN
acid_reflux 	 A230_R142 	 ST_RFLKS
acid_reflux_disease 	 A230_R142_D220 	 ST_RFLKS_TSS
acid_regurgitation 	 A230_R262 	 ST_RKRJTXN
acidic 	 A232 	 STK
acidic_proton 	 A232_P635 	 STK_PRTN
acidic_solution 	 A232_S435 	 STK_SLXN
acidification 	 A231 	 STFKXN
acidify 	 A231 	 STF
acidity 	 A233 	 STT
acidly 	 A234 	 STL
acidophil 	 A231 	 STFL
acidophile 	 A231 	 STFL
acidophilus 	 A231 	 STFLS
acidophilus_bacterium 	 A231_B236 	 STFLS_BKTRM
acidophilus_flora 	 A231_F460 	 STFLS_FLR
acidophilus_microflora 	 A231_M261 	 STFLS_MKRFLR
acidulate 	 A234 	 STLT
acidulousness 	 A234 	 STLSNS
aciduria 	 A236 	 STR
acinonyx 	 A255 	 SNNKS
aciphex 	 A212 	 SFKS
ack_message 	 A200_M220 	 K_MSJ
acknowledge 	 A254 	 KNLJ
acknowledge_receipt 	 A254_R213 	 KNLJ_RSPT
acknowledgeable 	 A254 	 KNLJBL
acknowledged 	 A254 	 KNLJT
acknowledgement 	 A254 	 KNLJMNT
acknowledges_receipt 	 A254_R213 	 KNLJS_RSPT
acknowledgeth 	 A254 	 KNLJ0
acknowledging_receipt 	 A254_R213 	 KNLJNK_RSPT
acknowledgment 	 A254 	 KNLTKMNT
acknowledgment_letter 	 A254_L360 	 KNLTKMNT_LTR
acleistoceratidae 	 A242 	 KLSTSRTT
aclu 	 A240 	 KL
acm_digital 	 A250_D234 	 KM_TJTL
acml 	 A254 	 KML
acne 	 A250 	 KN
acne_medication 	 A250_M323 	 KN_MTKXN
acned 	 A253 	 KNT
acolyte 	 A243 	 KLT
aconite 	 A253 	 KNT
acorn_squash 	 A265_S200 	 KRN_SKX
acorn_winter_squash 	 A265_W536_S200 	 KRN_WNTR_SKX
acoustic 	 A223 	 KSTK
acoustic_aphasia 	 A223_A120 	 KSTK_AFX
acoustic_noise 	 A223_N200 	 KSTK_NS
acoustic_power 	 A223_P600 	 KSTK_PWR
acoustic_signal 	 A223_S254 	 KSTK_SNL
acoustic_trio 	 A223_T600 	 KSTK_TR
acoustic_version 	 A223_V625 	 KSTK_FRXN
acoustical 	 A223 	 KSTKL
acp_cartridge 	 A210_C636 	 KP_KRTRJ
acquaint 	 A253 	 KKNT
acquaint_student_with 	 A253_S335_W300 	 KKNT_STTNT_W0
acquaintance 	 A253 	 KKNTNS
acquaintance_rape 	 A253_R100 	 KKNTNS_RP
acquaintanceship 	 A253 	 KKNTNSXP
acquainted_with 	 A253_W300 	 KKNTT_W0
acquiesce 	 A220 	 KKSS
acquiescence 	 A225 	 KKSSNS
acquiescent 	 A225 	 KKSSNT
acquire 	 A260 	 KKR
acquire_goods 	 A260_G320 	 KKR_KTS
acquire_information 	 A260_I516 	 KKR_INFRMXN
acquire_knowledge 	 A260_K543 	 KKR_NLJ
acquire_wealth 	 A260_W430 	 KKR_WL0
acquired_taste 	 A263_T230 	 KKRT_TST
acquirement 	 A265 	 KKRMNT
acquisition 	 A223 	 KKSXN
acquisitive 	 A223 	 KKSTF
acquisitive_growth 	 A223_G630 	 KKSTF_KR0
acquisitiveness 	 A223 	 KKSTFNS
acquit 	 A230 	 KKT
acquittal 	 A234 	 KKTL
acquitted 	 A233 	 KKTT
acral 	 A264 	 KRL
acre 	 A260 	 KR
acre_estate 	 A260_E233 	 KR_ESTT
acre_farm 	 A260_F650 	 KR_FRM
acre_ha 	 A260_H000 	 KR_H
acreage 	 A262 	 KRJ
acrid 	 A263 	 KRT
acrid_smell 	 A263_S540 	 KRT_SML
acrid_taste 	 A263_T230 	 KRT_TST
acridity 	 A263 	 KRTT
acridness 	 A263 	 KRTNS
acrimonious 	 A265 	 KRMNS
acrimonious_debate 	 A265_D130 	 KRMNS_TBT
acrimoniously 	 A265 	 KRMNSL
acrimony 	 A265 	 KRMN
acrobat 	 A261 	 KRBT
acrobatic 	 A261 	 KRBTK
acrobatic_dance 	 A261_D520 	 KRBTK_TNS
acrobatic_feat 	 A261_F300 	 KRBTK_FT
acrobatic_stunt 	 A261_S353 	 KRBTK_STNT
acrobatically 	 A261 	 KRBTKL
acrolein 	 A264 	 KRLN
acromegalic 	 A265 	 KRMKLK
acromegaly 	 A265 	 KRMKL
acromion 	 A265 	 KRMN
acronymic 	 A265 	 KRNMK
acrophobia 	 A261 	 KRFB
acrosome_reaction 	 A262_R235 	 KRSM_RKXN
across-the-board 	 A262 	 KRS0BRT
across_the_country 	 A262_T000_C536 	 KRS_0_KNTR
across_the_nation 	 A262_T000_N350 	 KRS_0_NXN
acrost 	 A262 	 KRST
acrostic 	 A262 	 KRSTK
acrylic 	 A264 	 KRLK
acrylic_acid 	 A264_A230 	 KRLK_ST
acrylic_paint 	 A264_P530 	 KRLK_PNT
act 	 A230 	 KT
act_bored 	 A230_B630 	 KT_BRT
act_decisively 	 A230_D221 	 KT_TSSFL
act_fcra 	 A230_F260 	 KT_FKR
act_foolish 	 A230_F420 	 KT_FLX
act_impulsively 	 A230_I514 	 KT_IMPLSFL
act_out 	 A230_O300 	 KT_OT
act_part 	 A230_P630 	 KT_PRT
act_play 	 A230_P400 	 KT_PL
act_quickly 	 A230_Q240 	 KT_KKL
act_responsibly 	 A230_R215 	 KT_RSPNSBL
act_silly 	 A230_S400 	 KT_SL
act_smart 	 A230_S563 	 KT_SMRT
act_stupid 	 A230_S313 	 KT_STPT
act_unilaterally 	 A230_U543 	 KT_UNLTRL
act_up 	 A230_U100 	 KT_UP
act_wisely 	 A230_W240 	 KT_WSL
actaea_racemosa 	 A230_R252 	 KT_RSMS
acted_fraudulently 	 A233_F634 	 KTT_FRTLNTL
acted_negligently 	 A233_N242 	 KTT_NKLJNTL
acted_recklessly 	 A233_R242 	 KTT_RKLSL
acted_willfully 	 A233_W414 	 KTT_WLFL
actin_filament 	 A235_F455 	 KTN_FLMNT
actin_filament_assembly 	 A235_F455_A251 	 KTN_FLMNT_ASMBL
acting 	 A235 	 KTNK
acting_air_commodore 	 A235_A600_C536 	 KTNK_AR_KMTR
acting_career 	 A235_C660 	 KTNK_KRR
acting_deputy_director 	 A235_D130_D623 	 KTNK_TPT_TRKTR
acting_ensign 	 A235_E522 	 KTNK_ENSN
acting_general_counsel 	 A235_G564_C524 	 KTNK_JNRL_KNSL
acting_illegally 	 A235_I424 	 KTNK_ILKL
acting_out 	 A235_O300 	 KTNK_OT
acting_wing_commander 	 A235_W520_C553 	 KTNK_WNK_KMNTR
actinic_dermatitis 	 A235_D653 	 KTNK_TRMTTS
actinidia_deliciosa 	 A235_D422 	 KTNT_TLSS
actinoceratidae 	 A235 	 KTNSRTT
actinomorphic 	 A235 	 KTNMRFK
actinotherapy 	 A235 	 KTN0RP
action 	 A235 	 KXN
action-planning 	 A235 	 KXNPLNNK
action_adventure 	 A235_A315 	 KXN_ATFNTR
action_at_law 	 A235_A300_L000 	 KXN_AT_LW
action_bronson 	 A235_B652 	 KXN_BRNSN
action_conference_cpac 	 A235_C516_C120 	 KXN_KNFRNS_KPK
action_figure 	 A235_F260 	 KXN_FKR
action_flick 	 A235_F420 	 KXN_FLK
action_fund 	 A235_F530 	 KXN_FNT
action_lawsuit 	 A235_L230 	 KXN_LST
action_lawsuit_against 	 A235_L230_A252 	 KXN_LST_AKNST
action_movie 	 A235_M100 	 KXN_MF
action_seeking_injunctive 	 A235_S252_I525 	 KXN_SKNK_INJNKTF
action_thriller 	 A235_T646 	 KXN_0RLR
actionaid 	 A235 	 KXNT
actionaid_international 	 A235_I536 	 KXNT_INTRNXNL
actioner 	 A235 	 KXNR
activate 	 A231 	 KTFT
activated 	 A231 	 KTFTT
activated_carbon_filter 	 A231_C615_F436 	 KTFTT_KRBN_FLTR
activating 	 A231 	 KTFTNK
activating_mutation 	 A231_M335 	 KTFTNK_MTXN
activation 	 A231 	 KTFXN
activation_barrier 	 A231_B660 	 KTFXN_BRR
activation_energy 	 A231_E562 	 KTFXN_ENRJ
active 	 A231 	 KTF
active-duty 	 A231 	 KTFTT
active_conformation 	 A231_C516 	 KTF_KNFRMXN
active_engagement 	 A231_E522 	 KTF_ENKJMNT
active_ingredient 	 A231_I526 	 KTF_INKRTNT
active_intellect 	 A231_I534 	 KTF_INTLKT
active_involvement 	 A231_I514 	 KTF_INFLFMNT
active_lifestyle 	 A231_L123 	 KTF_LFSTL
active_participation 	 A231_P632 	 KTF_PRTSPXN
active_participle 	 A231_P632 	 KTF_PRTSPL
active_role 	 A231_R400 	 KTF_RL
actively 	 A231 	 KTFL
actively_collaborate 	 A231_C416 	 KTFL_KLBRT
actively_encourage 	 A231_E526 	 KTFL_ENKRJ
actively_engage 	 A231_E522 	 KTFL_ENKJ
actively_manage 	 A231_M520 	 KTFL_MNJ
actively_monitor 	 A231_M536 	 KTFL_MNTR
actively_participate 	 A231_P632 	 KTFL_PRTSPT
actively_promote 	 A231_P653 	 KTFL_PRMT
actively_resist 	 A231_R223 	 KTFL_RSST
activeness 	 A231 	 KTFNS
activewear 	 A231 	 KTFWR
activism 	 A231 	 KTFSM
activist 	 A231 	 KTFST
activity 	 A231 	 KTFT
activity_described 	 A231_D261 	 KTFT_TSKRBT
actor 	 A236 	 KTR
actor_chow_yun 	 A236_C000_Y500 	 KTR_XW_YN
actor_comedian 	 A236_C535 	 KTR_KMTN
actor_equity 	 A236_E230 	 KTR_EKT
actorly 	 A236 	 KTRL
actress 	 A236 	 KTRS
actress_singer 	 A236_S526 	 KTRS_SNJR
actress_vivica 	 A236_V120 	 KTRS_FFK
actual 	 A234 	 KTL
actual_eviction 	 A234_E123 	 KTL_EFKXN
actual_malice 	 A234_M420 	 KTL_MLS
actualist 	 A234 	 KTLST
actuality 	 A234 	 KTLT
actualization 	 A234 	 KTLSXN
actualize 	 A234 	 KTLS
actually 	 A234 	 KTL
actuated 	 A233 	 KTTT
actus_reus 	 A232_R200 	 KTS_RS
acuity 	 A230 	 KT
acumen 	 A255 	 KMN
acupuncture 	 A215 	 KPNKTR
acupuncture_oriental_medicine 	 A215_O653_M325 	 KPNKTR_ORNTL_MTSN
acupuncturist 	 A215 	 KPNKTRST
acutance 	 A235 	 KTNS
acute 	 A230 	 KT
acute_accent 	 A230_A253 	 KT_KSNT
acute_anxiety 	 A230_A523 	 KT_ANKST
acute_asthma 	 A230_A235 	 KT_AS0M
acute_bacterial 	 A230_B236 	 KT_BKTRL
acute_care_nurse_practitioner 	 A230_C600_N620_P623 	 KT_KR_NRS_PRKTXNR
acute_chest_pain 	 A230_C230_P500 	 KT_XST_PN
acute_coronary_syndrome 	 A230_C656_S536 	 KT_KRNR_SNTRM
acute_dehydration 	 A230_D363 	 KT_TTRXN
acute_diarrhea 	 A230_D600 	 KT_TRH
acute_diarrhoea 	 A230_D600 	 KT_TRH
acute_exacerbation 	 A230_E226 	 KT_EKSSRBXN
acute_fever 	 A230_F160 	 KT_FFR
acute_gastritis 	 A230_G236 	 KT_KSTRTS
acute_glossitis 	 A230_G423 	 KT_KLSTS
acute_gvhd 	 A230_G130 	 KT_KFT
acute_heart_failure 	 A230_H630_F460 	 KT_HRT_FLR
acute_infectious_disease 	 A230_I512_D220 	 KT_INFKXS_TSS
acute_inflammatory 	 A230_I514 	 KT_INFLMTR
acute_intermittent_porphyria 	 A230_I536_P616 	 KT_INTRMTNT_PRFR
acute_kidney_failure 	 A230_K350_F460 	 KT_KTN_FLR
acute_leukemia 	 A230_L250 	 KT_LKM
acute_lymphoblastic_leukemia 	 A230_L511_L250 	 KT_LMFBLSTK_LKM
acute_lymphocytic_leukemia 	 A230_L512_L250 	 KT_LMFSTK_LKM
acute_malnutrition 	 A230_M453 	 KT_MLNTRXN
acute_myelogenous_leukemia 	 A230_M425_L250 	 KT_MYLJNS_LKM
acute_myeloid_leukaemia 	 A230_M430_L250 	 KT_MYLT_LKM
acute_myeloid_leukemia 	 A230_M430_L250 	 KT_MYLT_LKM
acute_onset 	 A230_O523 	 KT_ONST
acute_otitis_media 	 A230_O332_M300 	 KT_OTTS_MT
acute_phase 	 A230_P200 	 KT_FS
acute_pneumonia 	 A230_P555 	 KT_NMN
acute_porphyria 	 A230_P616 	 KT_PRFR
acute_pulmonary 	 A230_P455 	 KT_PLMNR
acute_rehabilitation 	 A230_R143 	 KT_RHBLTXN
acute_renal_failure 	 A230_R540_F460 	 KT_RNL_FLR
acute_respiratory 	 A230_R216 	 KT_RSPRTR
acute_respiratory_syndrome 	 A230_R216_S536 	 KT_RSPRTR_SNTRM
acute_rheumatic_fever 	 A230_R532_F160 	 KT_RHMTK_FFR
acute_shortage 	 A230_S632 	 KT_XRTJ
acute_trauma 	 A230_T650 	 KT_TRM
acute_triangle 	 A230_T652 	 KT_TRNKL
acute_urinary_retention 	 A230_U656_R353 	 KT_URNR_RTNXN
acute_viral_disease 	 A230_V640_D220 	 KT_FRL_TSS
acutely 	 A234 	 KTL
acutely_toxic 	 A234_T220 	 KTL_TKSK
acvp 	 A210 	 KFP
acyclovir_resistant 	 A224_R223 	 SKLFR_RSSTNT
acyl_coa 	 A240_C000 	 SL_K
acyltransferase 	 A243 	 SLTRNSFRS
ad 	 A300 	 AT
ad_blocker 	 A300_B426 	 AT_BLKR
ad_campaign 	 A300_C512 	 AT_KMPN
ad_exec 	 A300_E220 	 AT_EKSK
ad_hd 	 A300_H300 	 AT_HT
ad_hoc 	 A300_H200 	 AT_HK
ad_hominem 	 A300_H555 	 AT_HMNM
ad_hominem_argument 	 A300_H555_A625 	 AT_HMNM_ARKMNT
ad_hominem_attack 	 A300_H555_A320 	 AT_HMNM_ATK
ad_nauseam 	 A300_N250 	 AT_NSM
ad_revenue 	 A300_R150 	 AT_RFN
ad_valorem 	 A300_V465 	 AT_FLRM
ad_valorem_tax 	 A300_V465_T200 	 AT_FLRM_TKS
adage 	 A320 	 ATJ
adagio 	 A320 	 ATJ
adamance 	 A355 	 ATMNS
adamance_of_purpose 	 A355_O100_P612 	 ATMNS_OF_PRPS
adamant 	 A355 	 ATMNT
adamantine 	 A355 	 ATMNTN
adamantium 	 A355 	 ATMNTM
adamantly 	 A355 	 ATMNTL
adamic_language 	 A352_L522 	 ATMK_LNKJ
adaminaby 	 A355 	 ATMNB
adapt 	 A313 	 ATPT
adaptability 	 A313 	 ATPTBLT
adaptable 	 A313 	 ATPTBL
adaptation 	 A313 	 ATPTXN
adapted 	 A313 	 ATPTT
adapter 	 A313 	 ATPTR
adaption 	 A313 	 ATPXN
adaptive 	 A313 	 ATPTF
adaptive_optics_system 	 A313_O132_S235 	 ATPTF_OPTKS_SSTM
adaptively 	 A313 	 ATPTFL
adaptiveness 	 A313 	 ATPTFNS
adaptor 	 A313 	 ATPTR
adaxial_surface 	 A324_S612 	 ATKSL_SRFS
adblock 	 A314 	 ATBLK
add 	 A300 	 AT
add-on 	 A350 	 ATN
add_adhd 	 A300_A330 	 AT_ATT
add_broth 	 A300_B630 	 AT_BR0
add_flavor 	 A300_F416 	 AT_FLFR
add_garlic 	 A300_G642 	 AT_KRLK
add_knowledge 	 A300_K543 	 AT_NLJ
add_number 	 A300_N516 	 AT_NMBR
add_number_together 	 A300_N516_T236 	 AT_NMBR_TJ0R
add_on 	 A300_O500 	 AT_ON
add_onion 	 A300_O550 	 AT_ONN
add_spice 	 A300_S120 	 AT_SPS
add_sugar 	 A300_S260 	 AT_SKR
add_two_numbers 	 A300_T000_N516 	 AT_TW_NMBRS
add_two_numbers_together 	 A300_T000_N516_T236 	 AT_TW_NMBRS_TJ0R
add_up_column_number 	 A300_U100_C450_N516 	 AT_UP_KLMN_NMBR
add_up_number 	 A300_U100_N516 	 AT_UP_NMBR
added_value 	 A330_V400 	 ATT_FL
addendum 	 A353 	 ATNTM
adder 	 A360 	 ATR
adder_tongue 	 A360_T520 	 ATR_TNK
addict 	 A323 	 ATKT
addicted 	 A323 	 ATKTT
addicted_computer_game 	 A323_C513_G500 	 ATKTT_KMPTR_KM
addicting 	 A323 	 ATKTNK
addiction 	 A323 	 ATKXN
addiction_treatment 	 A323_T635 	 ATKXN_TRTMNT
addictive 	 A323 	 ATKTF
addictive_drug 	 A323_D620 	 ATKTF_TRK
addictive_nature 	 A323_N360 	 ATKTF_NTR
addictive_painkiller 	 A323_P524 	 ATKTF_PNKLR
addictive_substance 	 A323_S123 	 ATKTF_SBSTNS
addition 	 A335 	 ATXN
additional 	 A335 	 ATXNL
additionally 	 A335 	 ATXNL
additive 	 A331 	 ATTF
additive_color 	 A331_C460 	 ATTF_KLR
additivity 	 A331 	 ATTFT
addle 	 A340 	 ATL
addlehead 	 A343 	 ATLHT
addleshaw_goddard 	 A342_G363 	 ATLXW_KTRT
addling 	 A345 	 ATLNK
address 	 A362 	 ATRS
address_book 	 A362_B200 	 ATRS_BK
address_label 	 A362_L140 	 ATRS_LBL
addressee 	 A362 	 ATRS
adduce 	 A320 	 ATS
adducing_evidence 	 A325_E135 	 ATSNK_EFTNS
adductor 	 A323 	 ATKTR
adefovir 	 A311 	 ATFFR
adelgid 	 A342 	 ATLJT
adelic 	 A342 	 ATLK
adelphi_theatre 	 A341_T360 	 ATLF_0TR
adem_altan_afp_getty 	 A350_A435_A100_G300 	 ATM_ALTN_AFP_JT
adenoma 	 A355 	 ATNM
adenopathy 	 A351 	 ATNP0
adenosine 	 A352 	 ATNSN
adenosis 	 A352 	 ATNSS
adenoviral_mediated_gene 	 A351_M333_G500 	 ATNFRL_MTTT_JN
adenozine 	 A352 	 ATNSN
adept 	 A313 	 ATPT
adept_at 	 A313_A300 	 ATPT_AT
adeptly 	 A313 	 ATPTL
adeptness 	 A313 	 ATPTNS
adequacy 	 A322 	 ATKS
adequate 	 A323 	 ATKT
adequate_assurance 	 A323_A265 	 ATKT_ASRNS
adequate_documentation 	 A323_D255 	 ATKT_TKMNTXN
adequate_explanation 	 A323_E214 	 ATKT_EKSPLNXN
adequate_liquidity 	 A323_L233 	 ATKT_LKTT
adequate_moisture 	 A323_M236 	 ATKT_MSTR
adequate_pain_relief 	 A323_P500_R410 	 ATKT_PN_RLF
adequate_remedy 	 A323_R530 	 ATKT_RMT
adequate_representation 	 A323_R162 	 ATKT_RPRSNTXN
adequate_substantiation 	 A323_S123 	 ATKT_SBSTNXXN
adequate_to 	 A323_T000 	 ATKT_T
adequate_ventilation 	 A323_V534 	 ATKT_FNTLXN
adequately 	 A323 	 ATKTL
adequately_capture 	 A323_C136 	 ATKTL_KPTR
adequately_describe 	 A323_D261 	 ATKTL_TSKRB
adequately_disclose 	 A323_D242 	 ATKTL_TSKLS
adequately_enforce 	 A323_E516 	 ATKTL_ENFRS
adequateness 	 A323 	 ATKTNS
adessive 	 A321 	 ATSF
adforce 	 A316 	 ATFRS
adhart 	 A363 	 ATHRT
adhd 	 A330 	 ATT
adhere 	 A360 	 ATHR
adhere_strictly 	 A360_S362 	 ATHR_STRKTL
adherence 	 A365 	 ATHRNS
adherent 	 A365 	 ATHRNT
adherently 	 A365 	 ATHRNTL
adhesion_contract 	 A325_C536 	 ATHXN_KNTRKT
adhesion_strength 	 A325_S365 	 ATHXN_STRNK0
adhesive 	 A321 	 ATHSF
adhesive-backed 	 A321 	 ATHSFBKT
adhesive_bandage 	 A321_B532 	 ATHSF_BNTJ
adhesive_strength 	 A321_S365 	 ATHSF_STRNK0
adhesive_strip 	 A321_S361 	 ATHSF_STRP
adhesive_tape 	 A321_T100 	 ATHSF_TP
adiabatic 	 A313 	 ATBTK
adiabatic_compression 	 A313_C516 	 ATBTK_KMPRXN
adiabatic_expansion 	 A313_E215 	 ATBTK_EKSPNXN
adiabatic_process 	 A313_P622 	 ATBTK_PRSS
adiantum 	 A353 	 ATNTM
adib 	 A310 	 ATB
adience 	 A352 	 ATNS
adieu 	 A300 	 AT
adipic_acid 	 A312_A230 	 ATPK_ST
adiponectin 	 A315 	 ATPNKTN
adiponitrile 	 A315 	 ATPNTRL
adirondack 	 A365 	 ATRNTK
adirondack_chair 	 A365_C600 	 ATRNTK_XR
adisson 	 A325 	 ATSN
adjacent 	 A322 	 ATJSNT
adjacent_parking_lot 	 A322_P625_L300 	 ATJSNT_PRKNK_LT
adjectival 	 A322 	 ATJKTFL
adjectival_suffix 	 A322_S120 	 ATJKTFL_SFKS
adjective 	 A322 	 ATJKTF
adjoin 	 A325 	 ATJN
adjoining_bathroom 	 A325_B365 	 ATJNNK_B0RM
adjoining_cemetery 	 A325_C536 	 ATJNNK_SMTR
adjoining_parish 	 A325_P620 	 ATJNNK_PRX
adjourn 	 A326 	 ATJRN
adjourned_sine_die 	 A326_S500_D000 	 ATJRNT_SN_T
adjournment 	 A326 	 ATJRNMNT
adjournment_sine_die 	 A326_S500_D000 	 ATJRNMNT_SN_T
adjudge 	 A323 	 ATJJ
adjudged_guilty 	 A323_G430 	 ATJJT_KLT
adjunct 	 A325 	 ATJNKT
adjunct_assistant_professor 	 A325_A223_P612 	 ATJNKT_ASSTNT_PRFSR
adjunct_associate_professor 	 A325_A223_P612 	 ATJNKT_ASXT_PRFSR
adjunct_faculty 	 A325_F243 	 ATJNKT_FKLT
adjunct_faculty_member 	 A325_F243_M516 	 ATJNKT_FKLT_MMBR
adjunct_instructor 	 A325_I523 	 ATJNKT_INSTRKTR
adjunct_lecturer 	 A325_L236 	 ATJNKT_LKTRR
adjunct_professor 	 A325_P612 	 ATJNKT_PRFSR
adjunctive 	 A325 	 ATJNKTF
adjunctive_therapy 	 A325_T610 	 ATJNKTF_0RP
adjust 	 A322 	 ATJST
adjust_clothes 	 A322_C432 	 ATJST_KL0S
adjust_seat 	 A322_S300 	 ATJST_ST
adjust_volume 	 A322_V450 	 ATJST_FLM
adjust_water_temperature 	 A322_W360_T516 	 ATJST_WTR_TMPRTR
adjustable 	 A322 	 ATJSTBL
adjustable_wrench 	 A322_W652 	 ATJSTBL_RNX
adjusted 	 A322 	 ATJSTT
adjusted_gross_income_agi 	 A322_G620_I525_A200 	 ATJSTT_KRS_INKM_AJ
adjustment 	 A322 	 ATJSTMNT
adjutant 	 A323 	 ATJTNT
adlerangriff 	 A346 	 ATLRNKRF
adm_chegwidden 	 A350_C235 	 ATM_XKWTN
admin 	 A355 	 ATMN
admin_intervention 	 A355_I536 	 ATMN_INTRFNXN
administer 	 A355 	 ATMNSTR
administer_corporal_punishment 	 A355_C616_P525 	 ATMNSTR_KRPRL_PNXMNT
administer_oxygen 	 A355_O225 	 ATMNSTR_OKSJN
administered_intramuscularly 	 A355_I536 	 ATMNSTRT_INTRMSKLRL
administered_orally 	 A355_O640 	 ATMNSTRT_ORL
administered_parenterally 	 A355_P653 	 ATMNSTRT_PRNTRL
administered_subcutaneously 	 A355_S123 	 ATMNSTRT_SBKTNSL
administering_oxygen 	 A355_O225 	 ATMNSTRNK_OKSJN
administering_poison 	 A355_P250 	 ATMNSTRNK_PSN
administrability 	 A355 	 ATMNSTRBLT
administrable 	 A355 	 ATMNSTRBL
administrate 	 A355 	 ATMNSTRT
administrated_by 	 A355_B000 	 ATMNSTRTT_B
administration 	 A355 	 ATMNSTRXN
administration_mba 	 A355_M100 	 ATMNSTRXN_MB
administration_mba_degree 	 A355_M100_D260 	 ATMNSTRXN_MB_TKR
administration_mba_program 	 A355_M100_P626 	 ATMNSTRXN_MB_PRKRM
administration_mpa 	 A355_M100 	 ATMNSTRXN_MP
administrative 	 A355 	 ATMNSTRTF
administrative_assistant 	 A355_A223 	 ATMNSTRTF_ASSTNT
administrative_burden 	 A355_B635 	 ATMNSTRTF_BRTN
administrative_district 	 A355_D236 	 ATMNSTRTF_TSTRKT
administrative_division 	 A355_D125 	 ATMNSTRTF_TFXN
administrative_overhead 	 A355_O163 	 ATMNSTRTF_OFRHT
administrator 	 A355 	 ATMNSTRTR
admirable 	 A356 	 ATMRBL
admirably 	 A356 	 ATMRBL
admiral 	 A356 	 ATMRL
admiral_general_aladeen 	 A356_G564_A435 	 ATMRL_JNRL_ALTN
admiral_graf_spee 	 A356_G610_S100 	 ATMRL_KRF_SP
admiral_nimitz 	 A356_N532 	 ATMRL_NMTS
admiral_sir 	 A356_S600 	 ATMRL_SR
admiration 	 A356 	 ATMRXN
admire 	 A356 	 ATMR
admired 	 A356 	 ATMRT
admirer 	 A356 	 ATMRR
admiringly 	 A356 	 ATMRNKL
admissible 	 A352 	 ATMSBL
admissible_evidence 	 A352_E135 	 ATMSBL_EFTNS
admission 	 A352 	 ATMXN
admission_tutor 	 A352_T360 	 ATMXN_TTR
admit 	 A353 	 ATMT
admit_defeat 	 A353_D130 	 ATMT_TFT
admittedly 	 A353 	 ATMTTL
admixture 	 A352 	 ATMKSTR
admonish 	 A355 	 ATMNX
admonishing 	 A355 	 ATMNXNK
admonishment 	 A355 	 ATMNXMNT
admonitory 	 A355 	 ATMNTR
adnan_akmal 	 A355_A254 	 ATNN_AKML
adnate 	 A353 	 ATNT
adnyamathanha 	 A355 	 ATNYM0NH
adobe 	 A310 	 ATB
adobe_acrobat_plugin 	 A310_A261_P425 	 ATB_KRBT_PLJN
adobe_brick 	 A310_B620 	 ATB_BRK
adobe_rgb 	 A310_R210 	 ATB_RKB
adolescence 	 A342 	 ATLSSNS
adolescent 	 A342 	 ATLSSNT
adolescent_growth_spurt 	 A342_G630_S163 	 ATLSSNT_KR0_SPRT
adolf_hitler 	 A341_H346 	 ATLF_HTLR
adolph_hitler 	 A341_H346 	 ATLF_HTLR
adomnan 	 A355 	 ATMNN
adomnn 	 A350 	 ATMN
adopt 	 A313 	 ATPT
adopt_child 	 A313_C430 	 ATPT_XLT
adopted_pursuant 	 A313_P625 	 ATPTT_PRSNT
adoptive_family 	 A313_F540 	 ATPTF_FML
adoptive_parent 	 A313_P653 	 ATPTF_PRNT
adoptive_placement 	 A313_P425 	 ATPTF_PLSMNT
adorable 	 A361 	 ATRBL
adorable_little 	 A361_L340 	 ATRBL_LTL
adorable_puppy 	 A361_P100 	 ATRBL_PP
